Idade ;Género;Estado Civil ;Nível de Escolaridade ;Qual o Concelho em que vive;Distrito de Residência;Região de Residência;Qual o Concelho de destino da maioria das deslocações quotidianas;Qual o modo de transporte que MAIS usa diariamente?;Utiliza outro modo de transporte diariamente? Indique quais;Qual a distância de sua casa até ao local de destino mais habitual (em km)?;Quanto tempo demora de casa ao local de destino mais habitual?;Costuma usar a bicicleta maioritariamente para ;Como Modo de Transporte utiliza a Bicicleta quantos dias por semana?;Gostaria de usar mais vezes a bicicleta na deslocação diária (como modo de transporte)?;Porque não usa a bicicleta como modo de transporte?;O que o/a faria usar (ou usar mais) a bicicleta como modo de transporte?;Quantos  pedala por semana, enquanto modo de transporte?;Qual o tipo de bicicleta que mais utiliza?;Em média quantos dias por semana pedala (considerando todos os modos);Quantos km pedala por semana, enquanto lazer?;Quanto km pedala por semana, enquanto deporto?
65-69 anos;Masculino;Casado/a;Ensino Secundário;Estremoz;Évora;Alentejo;Redondo;A pé;De Bicicleta;5;mais de 36 minutos;Para Desporto;7;Não;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;30;Bicicleta de Estrada, Bicicleta de Montanha;3;50;120
50-54 anos;Feminino;Casado/a;Licenciatura;Évora;Évora;Alentejo;Évora;De Carro (Condutor);Mais nenhum;5;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Montanha;2;;20
70-74 anos;Masculino;Casado/a;Ensino Secundário;Évora;Évora;Alentejo;Évora;De Carro (Passageiro);Mais nenhum;5;5 a 20 minutos;Para Desporto;;Não;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Estrada;3;;200
70-74 anos;Masculino;Divorciado/a;Ensino Secundário;Évora;Évora;Alentejo;Évora;De Carro (Condutor);A pé, De Bicicleta, De Carro (Condutor);5;5 a 20 minutos;Para Lazer;;Sim;;Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Estrada;4;200;200
50-54 anos;Masculino;Divorciado/a;Licenciatura;Fafe;Braga;Norte;Fafe;De Carro (Condutor);De Mota (condutor);5;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Conseguir articular o uso da bicicleta com outro modo de transporte;0;Bicicleta Urbana/Convencional, Bicicleta de Montanha;1;20;
35-39 anos;Feminino;Unido de Facto;Mestrado;Faro;Faro;Algarve;Faro;De Carro (Condutor);A pé;5;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;0;Bicicleta Urbana/Convencional;1;5;
45-49 anos;Masculino;Unido de Facto;Licenciatura;Faro;Faro;Algarve;Faro;De Bicicleta;A pé;5;5 a 20 minutos;Como Modo de Transporte;6;Não;;Mais nada, já vou de bicicleta.;60;Bicicleta Elétrica;6;;
65-69 anos;Masculino;Unido de Facto;Ensino Básico (2.º Ciclo);Faro;Faro;Algarve;Faro;A pé;De Carro (Condutor);5;5 a 20 minutos;Para Desporto;1;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;0;Bicicleta Elétrica, Bicicleta de Estrada, Bicicleta de Montanha;5;10;250
50-54 anos;Masculino;Casado/a;Licenciatura;Faro;Faro;Algarve;Faro;De Carro (Condutor);A pé;5;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;0;Bicicleta Urbana/Convencional;1;4;
60-64 anos;Masculino;Casado/a;Ensino Secundário;Faro;Faro;Algarve;Faro;De Carro (Condutor);A pé, De Bicicleta;5;5 a 20 minutos;Para Desporto;;Não;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Respeito pelas regras de trânsito que protegem o ciclista;0;Bicicleta de Montanha;2;;50
30-34 anos;Feminino;Solteiro/a;Mestrado;Faro;Faro;Algarve;Faro;De Carro (Condutor);De Carro (Passageiro);5;5 a 20 minutos;Não uso;;;Tenho medo de andar de bicicleta no meio urbano;Ter ciclovias seguras de casa até ao meu destino;;;;;
40-44 anos;Masculino;Divorciado/a;Formação Técnica;Faro;Faro;Algarve;Faro;De Carro (Condutor);De Bicicleta;5;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Mais nada, já vou de bicicleta., Ter ciclovias seguras de casa até ao meu destino;50;Bicicleta de Montanha;5;;
30-34 anos;Masculino;Unido de Facto;Mestrado;Faro;Faro;Algarve;Faro;De Carro (Condutor);De Bicicleta;5;5 a 20 minutos;Para Lazer;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino;20;Bicicleta de Montanha;3;15;
20-24 anos;Masculino;Solteiro/a;Mestrado;Gondomar;Porto;Norte;Porto;De Bicicleta;A pé, De Transporte Público;5;5 a 20 minutos;Como Modo de Transporte;5;Não;;Mais nada, já vou de bicicleta;60;Bicicleta Elétrica;5;10;
60-64 anos;Masculino;Solteiro/a;Ensino Secundário;Gondomar;Porto;Norte;Porto;A pé;De Bicicleta;5;5 a 20 minutos;Para Lazer;6;Sim;;Mais nada, já vou de bicicleta., Ter estacionamento seguro para bicicletas no destino;50;Bicicleta de Montanha;6;10;
20-24 anos;Feminino;Solteiro/a;Licenciatura;Gondomar;Porto;Norte;Porto;A pé;De Transporte Público;5;5 a 20 minutos;Para Lazer;;Sim;;Ter uma bicicleta, Só se passasse a morar mais perto do destino, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;0;Bicicleta Urbana/Convencional;1;;
50-54 anos;Masculino;Casado/a;Ensino Secundário;Guimarães;Braga;Norte;Guimarães;De Bicicleta;De Carro (Condutor), De Carro (Passageiro);5;5 a 20 minutos;Para Desporto;5;Sim;;Mais nada, já vou de bicicleta;100;Bicicleta de Estrada, Bicicleta de Montanha;5;200;300
35-39 anos;Masculino;Casado/a;Licenciatura;Guimarães;Braga;Norte;Guimarães;A pé;De Bicicleta, De Transporte Público, De Carro (Condutor), De Carro (Passageiro);5;5 a 20 minutos;Como Modo de Transporte;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Conseguir articular o uso da bicicleta com outro modo de transporte;24;Bicicleta Elétrica;3;10;10
50-54 anos;Masculino;Unido de Facto;Licenciatura;Guimarães;Braga;Norte;Guimarães;A pé;De Bicicleta, De Carro (Condutor), De Carro (Passageiro);5;5 a 20 minutos;Para Desporto;2;Sim;;Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;15;Bicicleta de Cicloturismo, Bicicleta de Montanha;4;100;
35-39 anos;Feminino;Casado/a;Licenciatura;Guimarães;Braga;Norte;Guimarães;De Carro (Condutor);A pé, De Carro (Passageiro);5;5 a 20 minutos;Não uso;;;Já não ando de bicicleta há muitos anos, Não tenho bicicleta, Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Tenho medo de andar de bicicleta no meio urbano, Não consigo transportar o(s) meu(s) filho(s) na bicicleta, Tenho de levar o(s) meu(s) filho(s) à escola, Tenho medo de transportar o(s) meu(s) filho(s) na bicicleta;Ter uma bicicleta, Aprender a andar de bicicleta, Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino;;;;;
40-44 anos;Masculino;Casado/a;Licenciatura;Guimarães;Braga;Norte;Guimarães;De Carro (Condutor);De Bicicleta;5;5 a 20 minutos;Como Modo de Transporte;4;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter vantagens por ir de bicicleta para o destino, Conseguir articular o uso da bicicleta com outro modo de transporte, Estacionamentos de bicicleta mais apropriados;100;Bicicleta de Cicloturismo;5;50;50
40-44 anos;Masculino;Unido de Facto;Doutoramento;Ílhavo;Aveiro;Centro;Aveiro;De Bicicleta;A pé, De Carro (Condutor);5;5 a 20 minutos;Como Modo de Transporte;6;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;100;Bicicleta Elétrica;6;10;
35-39 anos;Feminino;Unido de Facto;Doutoramento;Ílhavo;Aveiro;Centro;Aveiro;De Carro (Condutor);A pé;5;5 a 20 minutos;Para Lazer;;Sim;;Garantir que os carros andem a uma velocidade reduzida, Ter estradas que permitissem levar os meus filhos com segurança. Atualmente as estradas que tenho que percorrer para o trabalho/escola não se apresentam seguras para ir com crianças na sua bicicleta  ou levar as crianças comigo;0;Bicicleta Urbana/Convencional;1;5;
45-49 anos;Feminino;Casado/a;Licenciatura;Ílhavo;Aveiro;Centro;Ílhavo;De Carro (Condutor);A pé;5;5 a 20 minutos;Não uso;;;Não tenho bicicleta, Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Tenho medo de andar de bicicleta no meio urbano, Não tenho onde estacionar a bicicleta no local de trabalho;Ter uma bicicleta, Aprender a andar de bicicleta em meio urbano, Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;;;;;
45-49 anos;Feminino;Unido de Facto;Mestrado;Ílhavo;Aveiro;Centro;Aveiro;De Carro (Condutor);De Bicicleta;5;5 a 20 minutos;Como Modo de Transporte;4;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;20;Bicicleta Elétrica;4;10;5
45-49 anos;Masculino;Casado/a;Licenciatura;Ílhavo;Aveiro;Centro;Ílhavo;De Carro (Condutor);A pé;5;Menos de 5 minutos;Para Lazer;;Sim;;Ter uma bicicleta, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse, o tempo atmosferico permitir;0;Bicicleta de Montanha;1;20;
30-34 anos;Masculino;Unido de Facto;Mestrado;Ílhavo;Aveiro;Centro;Ílhavo;De Carro (Condutor);A pé;5;Menos de 5 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino, Conseguir articular o uso da bicicleta com outro modo de transporte;10;Bicicleta Urbana/Convencional, Bicicleta de Montanha;2;15;
35-39 anos;Masculino;Unido de Facto;Mestrado;Ílhavo;Aveiro;Centro;Ílhavo;De Carro (Condutor);A pé;5;Menos de 5 minutos;Não uso;;;Não tenho onde guardar a minha bicicleta, Não tenho onde estacionar a bicicleta no local de trabalho;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, ter onde guardar a bicicleta em apartamento sem garagem;;;;;
45-49 anos;Masculino;Unido de Facto;Licenciatura;Leiria;Leiria;Centro;Leiria;De Carro (Condutor);A pé;5;Menos de 5 minutos;Para Lazer;;Sim;;Geografia mais plana;0;Bicicleta de Montanha;1;0,1;
55-59 anos;Masculino;Casado/a;Ensino Secundário;Leiria;Leiria;Centro;Leiria;De Carro (Condutor);A pé;5;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse, Conseguir articular o uso da bicicleta com outro modo de transporte;0;Bicicleta de Montanha;1;;50
50-54 anos;Feminino;Solteiro/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Transporte Público;A pé, De Bicicleta, De Carro (Condutor);5;21 a 35 minutos;Como Modo de Transporte;1;Sim;;Ter uma bicicleta;10;Bicicleta Elétrica;1;;
45-49 anos;Masculino;Solteiro/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé, De Transporte Público, De Mota (condutor), De Mota (Passageiro);5;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Mais nada, já vou de bicicleta;100;Bicicleta Dobrável;7;15;5
55-59 anos;Masculino;Casado/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;De Carro (Condutor);5;5 a 20 minutos;Como Modo de Transporte;5;Não;;Mais nada, já vou de bicicleta, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;50;Bicicleta Elétrica;5;30;
35-39 anos;Masculino;Solteiro/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Mota (condutor);A pé;5;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Estrada;1;;60
40-44 anos;Masculino;Solteiro/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;De Transporte Público;5;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Garantir que os carros respeitam as distâncias de segurança ;100;Bicicleta de Estrada;7;5;30
20-24 anos;Feminino;Solteiro/a;Ensino Secundário;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Transporte Público;A pé, De Bicicleta;5;mais de 36 minutos;Como Modo de Transporte;5;Sim;;Ter uma bicicleta, Ter ciclovias seguras de casa até ao meu destino, Às vezes a questão da carga, outras problemas de costas, infelizmente;35;Bicicleta Elétrica, Bicicleta de Estrada;7;20;
45-49 anos;Feminino;Solteiro/a;Doutoramento;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;5 a 20 minutos;Como Modo de Transporte;7;Sim;;Mais nada, já vou de bicicleta;90;Bicicleta Elétrica;7;;
45-49 anos;Feminino;Casado/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé;5;21 a 35 minutos;Para Lazer;;Sim;;Não me posso deslocar de bicicleta;0;Bicicleta Urbana/Convencional;1;;
40-44 anos;Masculino;Unido de Facto;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;45;Bicicleta Urbana/Convencional;5;15;30
40-44 anos;Masculino;Solteiro/a;Formação Técnica;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);De Mota (condutor);5;Menos de 5 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter vantagens por ir de bicicleta para o destino, Balneários no trabalho (NOS);0;Bicicleta de Estrada, Bicicleta de Montanha;2;20;50
50-54 anos;Feminino;Casado/a;Doutoramento;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;5 a 20 minutos;Como Modo de Transporte;5;Sim;;Conseguir articular o uso da bicicleta com outro modo de transporte;50;Bicicleta Urbana/Convencional;5;20;
50-54 anos;Feminino;Unido de Facto;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);Mais nenhum;5;5 a 20 minutos;Para Desporto;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta Dobrável;1;;
35-39 anos;Masculino;Unido de Facto;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;A pé;De Bicicleta, De Carro (Condutor);5;21 a 35 minutos;Como Modo de Transporte;3;Sim;;A minha parceira querer andar mais vezes de bicicleta;30;Bicicleta Urbana/Convencional;3;;
45-49 anos;Feminino;Solteiro/a;Doutoramento;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;21 a 35 minutos;Como Modo de Transporte;6;Não;;Mais nada, já vou de bicicleta.;60;Bicicleta de Cicloturismo, Bicicleta Dobrável;6;30;
15-19 anos;Masculino;Solteiro/a;Ensino Secundário;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;De Bicicleta, De Transporte Público;5;5 a 20 minutos;Como Modo de Transporte;4;Sim;;Ter uma bicicleta, Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino, Conseguir articular o uso da bicicleta com outro modo de transporte;35;Bicicleta Elétrica, Bicicleta Urbana/Convencional;4;;
50-54 anos;Masculino;Divorciado/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Mota (condutor);De Transporte Público;5;5 a 20 minutos;Não uso;;;Não há uma rede segura de ciclovias para as minhas deslocações, Não me sinto confortável usar a bicicleta no meio do trânsito, Preguiça;Ter ciclovias seguras de casa até ao meu destino, Garantir que os carros andem a uma velocidade reduzida;;;;;
50-54 anos;Masculino;Unido de Facto;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé, De Bicicleta, De Mota (condutor);5;5 a 20 minutos;Para Lazer;;Sim;;Ter vantagens por ir de bicicleta para o destino, Receber por cada km que pedalasse;0;Bicicleta de Montanha;2;50;
60-64 anos;Feminino;Solteiro/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé;5;5 a 20 minutos;Não uso;;;Não acho prático;Ter uma bicicleta;;;;;
55-59 anos;Feminino;Solteiro/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);De Transporte Público;5;5 a 20 minutos;Não uso;;;Não me sinto confortável usar a bicicleta no meio do trânsito, Não quero chegar suado, É perigoso andar de bicicleta;O meu trabalho não me permite usar a bicicleta;;;;;
55-59 anos;Masculino;Solteiro/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;5 a 20 minutos;Como Modo de Transporte;5;Não;;Mais nada, já vou de bicicleta.;50;Bicicleta Elétrica;7;;125
25-29 anos;Masculino;Solteiro/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Bicicleta;A pé;5;21 a 35 minutos;Como Modo de Transporte;6;Não;;Ter ciclovias seguras de casa até ao meu destino;50;Bicicleta Urbana/Convencional, Bicicleta de Estrada;6;10;
40-44 anos;Masculino;Casado/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé;5;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino, Ter vantagens por ir de bicicleta para o destino;0;Bicicleta de Montanha;1;25;25
40-44 anos;Masculino;Unido de Facto;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Transporte Público;A pé, De Bicicleta, De Transporte Público;5;21 a 35 minutos;Como Modo de Transporte;2;Sim;;Ter ciclovias seguras de casa até ao meu destino, Receber por cada km que pedalasse, Conseguir articular o uso da bicicleta com outro modo de transporte;20;Bicicleta Elétrica, Bicicleta Urbana/Convencional;2;;
40-44 anos;Feminino;Unido de Facto;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Carro (Condutor);A pé, De Bicicleta, De Transporte Público;5;5 a 20 minutos;Para Lazer;1;Sim;;Ter ciclovias seguras de casa até ao meu destino, Só se passasse a morar mais perto do destino;2;Bicicleta Urbana/Convencional;1;2;2
55-59 anos;Masculino;Unido de Facto;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Mota (Passageiro);De Carro (Passageiro);5;5 a 20 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino, Ter estacionamento seguro para bicicletas no destino;0;Bicicleta de Montanha;4;;60
30-34 anos;Masculino;Solteiro/a;Mestrado;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;De Mota (condutor);De Transporte Público;5;21 a 35 minutos;Não uso;;;Não tenho bicicleta, Não quero chegar molhado, Não quero chegar suado, Há muitas subidas no meu percurso, Não tenho onde guardar a minha bicicleta;Aprender a andar de bicicleta;;;;;
45-49 anos;Masculino;Casado/a;Licenciatura;Lisboa;Lisboa;Área Metropolitana de Lisboa;Lisboa;A pé;De Transporte Público, De Carro (Passageiro);5;mais de 36 minutos;Para Lazer;;Sim;;Ter ciclovias seguras de casa até ao meu destino;0;Bicicleta de Montanha;1;50;
